s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
0.0000000, 89656.5551642, 43128.7560551, -1.9347684, -0.0478546, 11.1111111, 0.0000000
0.9584089, 89656.2634235, 43127.8431286, -1.9776509, -0.0765731, 11.1111111, 0.0000000
1.8789909, 89655.9093152, 43126.9933765, -2.0692800, -0.1114097, 11.1111111, 0.0000000
2.7973519, 89655.4624050, 43126.1910933, -2.1728604, -0.1195492, 11.1111111, 0.0000000
3.7319568, 89654.9100128, 43125.4372040, -2.2796712, -0.1197780, 11.1111111, 0.0000000
4.6742470, 89654.2668250, 43124.7485674, -2.3855733, -0.1169166, 11.1111111, 0.0000000
5.6319701, 89653.5345328, 43124.1313304, -2.4901268, -0.1092609, 11.1111111, 0.0000000
6.5862333, 89652.7429944, 43123.5983338, -2.5847969, -0.0943285, 11.1111111, 0.0000000
7.5303055, 89651.9171603, 43123.1408731, -2.6632275, -0.0715017, 11.1111111, 0.0000000
8.4872412, 89651.0506378, 43122.7348377, -2.7174143, -0.0681072, 11.1111111, 0.0000000
9.4592146, 89650.1536245, 43122.3605392, -2.7914291, -0.0861419, 11.1111111, 0.0000000
10.3971439, 89649.2643713, 43122.0623109, -2.8772041, -0.0822139, 11.1111111, 0.0000000
11.3590830, 89648.3373325, 43121.8055504, -2.9439995, -0.0758876, 11.1111111, 0.0000000
12.3540489, 89647.3621626, 43121.6080645, -3.0206336, -0.0831960, 11.1111111, 0.0000000
13.3181093, 89646.4042044, 43121.4997657, -3.1011850, -0.0866415, 11.1111111, 0.0000000
14.2860898, 89645.4365384, 43121.4750934, -3.1832652, -0.0889373, 11.1111111, 0.0000000
15.2530885, 89644.4716662, 43121.5391870, -3.2682516, -0.0891697, 11.1111111, 0.0000000
16.2208971, 89643.5169462, 43121.6978167, -3.3507201, -0.0847429, 11.1111111, 0.0000000
17.1831590, 89642.5866672, 43121.9438427, -3.4269699, -0.0780310, 11.1111111, 0.0000000
18.1418114, 89641.6842062, 43122.2672288, -3.4961695, -0.0699109, 11.1111111, 0.0000000
19.1107815, 89640.7988036, 43122.6608852, -3.5574296, -0.0628898, 11.1111111, 0.0000000
20.0841531, 89639.9357922, 43123.1110671, -3.6143905, -0.0585711, 11.1111111, 0.0000000
21.0481309, 89639.1060207, 43123.6017119, -3.6680319, -0.0541059, 11.1111111, 0.0000000
22.0315928, 89638.2826263, 43124.1395027, -3.7174332, -0.0491148, 11.1111111, 0.0000000
23.0160662, 89637.4790341, 43124.7082095, -3.7627537, -0.0443703, 11.1111111, 0.0000000
23.9865312, 89636.7046405, 43125.2931172, -3.8034459, -0.0398972, 11.1111111, 0.0000000
24.9626698, 89635.9395918, 43125.8993737, -3.8405847, -0.0362874, 11.1111111, 0.0000000
25.9535939, 89635.1751946, 43126.5299509, -3.8750074, -0.0319126, 11.1111111, 0.0000000
26.9601833, 89634.4089725, 43127.1827341, -3.9041126, -0.0276512, 11.1111111, 0.0000000
27.9302209, 89633.6796337, 43127.8222948, -3.9297370, -0.0266340, 11.1111111, 0.0000000
28.9225758, 89632.9456135, 43128.4901140, -3.9562507, -0.0275146, 11.1111111, 0.0000000
29.9250590, 89632.2207708, 43129.1826280, -3.9837121, -0.0272231, 11.1111111, 0.0000000
30.9089022, 89631.5305689, 43129.8837476, -4.0092623, -0.0247328, 11.1111111, 0.0000000
31.8879193, 89630.8648739, 43130.6016088, -4.0313872, -0.0217917, 11.1111111, 0.0000000
32.8507388, 89630.2329099, 43131.3279992, -4.0508979, -0.0192214, 11.1111111, 0.0000000
33.8354052, 89629.6119832, 43132.0922099, -4.0680511, -0.0160693, 11.1111111, 0.0000000
34.8100139, 89629.0225867, 43132.8684018, -4.0817517, -0.0118727, 11.1111111, 0.0000000
35.7789028, 89628.4572188, 43133.6552339, -4.0907883, -0.0070013, 11.1111111, 0.0000000
36.7497422, 89627.9058111, 43134.4542824, -4.0951288, -0.0027812, 11.1111111, 0.0000000
37.7303721, 89627.3592957, 43135.2685035, -4.0960884, 0.0000670, 11.1111111, 0.0000000
38.7173398, 89626.8163119, 43136.0926843, -4.0949842, 0.0017204, 11.1111111, 0.0000000
39.7010266, 89626.2787576, 43136.9165017, -4.0927346, 0.0024457, 11.1111111, 0.0000000
40.6926706, 89625.7378475, 43137.7476298, -4.0901806, 0.0026065, 11.1111111, 0.0000000
41.6917123, 89625.1915510, 43138.5840774, -4.0875559, 0.0024576, 11.1111111, 0.0000000
42.6943047, 89624.6397769, 43139.4211777, -4.0852526, 0.0019858, 11.1111111, 0.0000000
43.6995495, 89624.0823761, 43140.2577310, -4.0835489, 0.0015021, 11.1111111, 0.0000000
44.7047488, 89623.5203672, 43141.0911406, -4.0822128, 0.0011280, 11.1111111, 0.0000000
45.7130119, 89622.9514953, 43141.9235943, -4.0812636, 0.0005858, 11.1111111, 0.0000000
46.7201398, 89622.3789275, 43142.7521309, -4.0810232, -0.0000242, 11.1111111, 0.0000000
47.7238926, 89621.8053644, 43143.5758694, -4.0813103, -0.0002929, 11.1111111, 0.0000000
48.7298514, 89621.2286667, 43144.4001100, -4.0816147, -0.0002183, 11.1111111, 0.0000000
49.7330181, 89620.6521809, 43145.2210897, -4.0817509, -0.0001663, 11.1111111, 0.0000000
50.7312093, 89620.0775421, 43146.0372857, -4.0819481, -0.0005940, 11.1111111, 0.0000000
51.7308987, 89619.5017598, 43146.8545089, -4.0829370, -0.0021696, 11.1111111, 0.0000000
52.7269567, 89618.9293678, 43147.6696768, -4.0862604, -0.0049256, 11.1111111, 0.0000000
53.7251035, 89618.3598169, 43148.4893774, -4.0927787, -0.0073993, 11.1111111, 0.0000000
54.7205720, 89617.7983387, 43149.3113869, -4.1010461, -0.0094591, 11.1111111, -0.5073895
55.7164457, 89617.2436611, 43150.1384887, -4.1116385, -0.0136377, 11.0655410, -1.4000000
56.7172785, 89616.6949236, 43150.9754793, -4.1282184, -0.0206845, 10.9381839, -1.4000000
57.7090273, 89616.1633487, 43151.8127331, -4.1527939, -0.0287227, 10.8105028, -1.4000000
58.7022308, 89615.6495657, 43152.6627214, -4.1851460, -0.0371522, 10.6811048, -1.4000000
59.6991457, 89615.1594538, 43153.5308399, -4.2262095, -0.0460063, 10.5496274, -1.4000000
60.6920378, 89614.7051646, 43154.4137079, -4.2759057, -0.0537048, 10.4170313, -1.4000000
61.6811229, 89614.2938539, 43155.3132150, -4.3317254, -0.0610113, 10.2832438, -1.4000000
62.6614668, 89613.9340259, 43156.2251348, -4.3945447, -0.0710239, 10.1488984, -1.4000000
63.6357635, 89613.6340674, 43157.1521078, -4.4679674, -0.0809637, 10.0135962, -1.4000000
64.6042458, 89613.4073469, 43158.0936788, -4.5482411, -0.0901565, 9.8772647, -1.4000000
65.5678186, 89613.2629484, 43159.0463706, -4.6377782, -0.1043944, 9.7397307, -1.4000000
66.5479342, 89613.2164304, 43160.0253816, -4.7443130, -0.1205658, 9.5978139, -1.4000000
67.5253121, 89613.2814802, 43161.0005924, -4.8631341, -0.1371411, 9.4541722, -1.4000000
68.4546926, 89613.4558645, 43161.9134660, -4.9948028, -0.1600732, 9.3155304, -1.4000000
69.4019910, 89613.7741143, 43162.8057055, -5.1511056, -0.1784697, 9.1720593, -1.4000000
